Datetime (UTC),Datetime (Local),Capacity factor,Hour,Month,Year,Day
2016-11-07 17:00:00,2016-11-07 18:00:00,0.001,18,11,2016,7
2016-11-07 18:00:00,2016-11-07 19:00:00,0.0,19,11,2016,7
2016-11-07 19:00:00,2016-11-07 20:00:00,0.0,20,11,2016,7
2016-11-07 20:00:00,2016-11-07 21:00:00,0.0,21,11,2016,7
2016-11-07 21:00:00,2016-11-07 22:00:00,0.0,22,11,2016,7
2016-11-07 22:00:00,2016-11-07 23:00:00,0.0,23,11,2016,7
2016-11-07 23:00:00,2016-11-08 00:00:00,0.0,0,11,2016,8
2016-11-08 00:00:00,2016-11-08 01:00:00,0.0,1,11,2016,8
2016-11-08 01:00:00,2016-11-08 02:00:00,0.0,2,11,2016,8
2016-11-08 02:00:00,2016-11-08 03:00:00,0.0,3,11,2016,8
2016-11-08 03:00:00,2016-11-08 04:00:00,0.0,4,11,2016,8
2016-11-08 04:00:00,2016-11-08 05:00:00,0.0,5,11,2016,8
2016-11-08 05:00:00,2016-11-08 06:00:00,0.0,6,11,2016,8
2016-11-08 06:00:00,2016-11-08 07:00:00,0.0,7,11,2016,8
2016-11-08 07:00:00,2016-11-08 08:00:00,0.03,8,11,2016,8
2016-11-08 08:00:00,2016-11-08 09:00:00,0.158,9,11,2016,8
2016-11-08 09:00:00,2016-11-08 10:00:00,0.315,10,11,2016,8
2016-11-08 10:00:00,2016-11-08 11:00:00,0.435,11,11,2016,8
2016-11-08 11:00:00,2016-11-08 12:00:00,0.5,12,11,2016,8
2016-11-08 12:00:00,2016-11-08 13:00:00,0.512,13,11,2016,8
2016-11-08 13:00:00,2016-11-08 14:00:00,0.473,14,11,2016,8
2016-11-08 14:00:00,2016-11-08 15:00:00,0.389,15,11,2016,8
2016-11-08 15:00:00,2016-11-08 16:00:00,0.262,16,11,2016,8
2016-11-08 16:00:00,2016-11-08 17:00:00,0.108,17,11,2016,8
2016-11-08 17:00:00,2016-11-08 18:00:00,0.001,18,11,2016,8
2016-11-08 18:00:00,2016-11-08 19:00:00,0.0,19,11,2016,8
2016-11-08 19:00:00,2016-11-08 20:00:00,0.0,20,11,2016,8
2016-11-08 20:00:00,2016-11-08 21:00:00,0.0,21,11,2016,8
2016-11-08 21:00:00,2016-11-08 22:00:00,0.0,22,11,2016,8
2016-11-08 22:00:00,2016-11-08 23:00:00,0.0,23,11,2016,8
2016-11-08 23:00:00,2016-11-09 00:00:00,0.0,0,11,2016,9
2016-11-09 00:00:00,2016-11-09 01:00:00,0.0,1,11,2016,9
2016-11-09 01:00:00,2016-11-09 02:00:00,0.0,2,11,2016,9
2016-11-09 02:00:00,2016-11-09 03:00:00,0.0,3,11,2016,9
2016-11-09 03:00:00,2016-11-09 04:00:00,0.0,4,11,2016,9
2016-11-09 04:00:00,2016-11-09 05:00:00,0.0,5,11,2016,9
2016-11-09 05:00:00,2016-11-09 06:00:00,0.0,6,11,2016,9
2016-11-09 06:00:00,2016-11-09 07:00:00,0.0,7,11,2016,9
2016-11-09 07:00:00,2016-11-09 08:00:00,0.014,8,11,2016,9
2016-11-09 08:00:00,2016-11-09 09:00:00,0.11,9,11,2016,9
2016-11-09 09:00:00,2016-11-09 10:00:00,0.242,10,11,2016,9
2016-11-09 10:00:00,2016-11-09 11:00:00,0.331,11,11,2016,9
2016-11-09 11:00:00,2016-11-09 12:00:00,0.38,12,11,2016,9
2016-11-09 12:00:00,2016-11-09 13:00:00,0.382,13,11,2016,9
2016-11-09 13:00:00,2016-11-09 14:00:00,0.346,14,11,2016,9
2016-11-09 14:00:00,2016-11-09 15:00:00,0.269,15,11,2016,9
2016-11-09 15:00:00,2016-11-09 16:00:00,0.166,16,11,2016,9
2016-11-09 16:00:00,2016-11-09 17:00:00,0.056,17,11,2016,9
2016-11-09 17:00:00,2016-11-09 18:00:00,0.0,18,11,2016,9
2016-11-09 18:00:00,2016-11-09 19:00:00,0.0,19,11,2016,9
2016-11-09 19:00:00,2016-11-09 20:00:00,0.0,20,11,2016,9
2016-11-09 20:00:00,2016-11-09 21:00:00,0.0,21,11,2016,9
2016-11-09 21:00:00,2016-11-09 22:00:00,0.0,22,11,2016,9
2016-11-09 22:00:00,2016-11-09 23:00:00,0.0,23,11,2016,9
2016-11-09 23:00:00,2016-11-10 00:00:00,0.0,0,11,2016,10
2016-11-10 00:00:00,2016-11-10 01:00:00,0.0,1,11,2016,10
2016-11-10 01:00:00,2016-11-10 02:00:00,0.0,2,11,2016,10
2016-11-10 02:00:00,2016-11-10 03:00:00,0.0,3,11,2016,10
2016-11-10 03:00:00,2016-11-10 04:00:00,0.0,4,11,2016,10
2016-11-10 04:00:00,2016-11-10 05:00:00,0.0,5,11,2016,10
2016-11-10 05:00:00,2016-11-10 06:00:00,0.0,6,11,2016,10
2016-11-10 06:00:00,2016-11-10 07:00:00,0.0,7,11,2016,10
2016-11-10 07:00:00,2016-11-10 08:00:00,0.024,8,11,2016,10
2016-11-10 08:00:00,2016-11-10 09:00:00,0.137,9,11,2016,10
2016-11-10 09:00:00,2016-11-10 10:00:00,0.295,10,11,2016,10
2016-11-10 10:00:00,2016-11-10 11:00:00,0.426,11,11,2016,10
2016-11-10 11:00:00,2016-11-10 12:00:00,0.499,12,11,2016,10
2016-11-10 12:00:00,2016-11-10 13:00:00,0.527,13,11,2016,10
2016-11-10 13:00:00,2016-11-10 14:00:00,0.497,14,11,2016,10
2016-11-10 14:00:00,2016-11-10 15:00:00,0.419,15,11,2016,10
2016-11-10 15:00:00,2016-11-10 16:00:00,0.293,16,11,2016,10
2016-11-10 16:00:00,2016-11-10 17:00:00,0.125,17,11,2016,10
2016-11-10 17:00:00,2016-11-10 18:00:00,0.001,18,11,2016,10
2016-11-10 18:00:00,2016-11-10 19:00:00,0.0,19,11,2016,10
2016-11-10 19:00:00,2016-11-10 20:00:00,0.0,20,11,2016,10
2016-11-10 20:00:00,2016-11-10 21:00:00,0.0,21,11,2016,10
2016-11-10 21:00:00,2016-11-10 22:00:00,0.0,22,11,2016,10
2016-11-10 22:00:00,2016-11-10 23:00:00,0.0,23,11,2016,10
2016-11-10 23:00:00,2016-11-11 00:00:00,0.0,0,11,2016,11
2016-11-11 00:00:00,2016-11-11 01:00:00,0.0,1,11,2016,11
2016-11-11 01:00:00,2016-11-11 02:00:00,0.0,2,11,2016,11
2016-11-11 02:00:00,2016-11-11 03:00:00,0.0,3,11,2016,11
2016-11-11 03:00:00,2016-11-11 04:00:00,0.0,4,11,2016,11
2016-11-11 04:00:00,2016-11-11 05:00:00,0.0,5,11,2016,11
2016-11-11 05:00:00,2016-11-11 06:00:00,0.0,6,11,2016,11
2016-11-11 06:00:00,2016-11-11 07:00:00,0.0,7,11,2016,11
2016-11-11 07:00:00,2016-11-11 08:00:00,0.032,8,11,2016,11
2016-11-11 08:00:00,2016-11-11 09:00:00,0.167,9,11,2016,11
2016-11-11 09:00:00,2016-11-11 10:00:00,0.311,10,11,2016,11
2016-11-11 10:00:00,2016-11-11 11:00:00,0.427,11,11,2016,11
2016-11-11 11:00:00,2016-11-11 12:00:00,0.491,12,11,2016,11
2016-11-11 12:00:00,2016-11-11 13:00:00,0.489,13,11,2016,11
2016-11-11 13:00:00,2016-11-11 14:00:00,0.441,14,11,2016,11
2016-11-11 14:00:00,2016-11-11 15:00:00,0.346,15,11,2016,11
2016-11-11 15:00:00,2016-11-11 16:00:00,0.214,16,11,2016,11
2016-11-11 16:00:00,2016-11-11 17:00:00,0.074,17,11,2016,11
2016-11-11 17:00:00,2016-11-11 18:00:00,0.0,18,11,2016,11
2016-11-11 18:00:00,2016-11-11 19:00:00,0.0,19,11,2016,11
2016-11-11 19:00:00,2016-11-11 20:00:00,0.0,20,11,2016,11
2016-11-11 20:00:00,2016-11-11 21:00:00,0.0,21,11,2016,11
2016-11-11 21:00:00,2016-11-11 22:00:00,0.0,22,11,2016,11
2016-11-11 22:00:00,2016-11-11 23:00:00,0.0,23,11,2016,11
2016-11-11 23:00:00,2016-11-12 00:00:00,0.0,0,11,2016,12
2016-11-12 00:00:00,2016-11-12 01:00:00,0.0,1,11,2016,12
2016-11-12 01:00:00,2016-11-12 02:00:00,0.0,2,11,2016,12
2016-11-12 02:00:00,2016-11-12 03:00:00,0.0,3,11,2016,12
2016-11-12 03:00:00,2016-11-12 04:00:00,0.0,4,11,2016,12
2016-11-12 04:00:00,2016-11-12 05:00:00,0.0,5,11,2016,12
2016-11-12 05:00:00,2016-11-12 06:00:00,0.0,6,11,2016,12
2016-11-12 06:00:00,2016-11-12 07:00:00,0.0,7,11,2016,12
2016-11-12 07:00:00,2016-11-12 08:00:00,0.026,8,11,2016,12
2016-11-12 08:00:00,2016-11-12 09:00:00,0.145,9,11,2016,12
2016-11-12 09:00:00,2016-11-12 10:00:00,0.263,10,11,2016,12
2016-11-12 10:00:00,2016-11-12 11:00:00,0.342,11,11,2016,12
2016-11-12 11:00:00,2016-11-12 12:00:00,0.367,12,11,2016,12
2016-11-12 12:00:00,2016-11-12 13:00:00,0.354,13,11,2016,12
2016-11-12 13:00:00,2016-11-12 14:00:00,0.298,14,11,2016,12
2016-11-12 14:00:00,2016-11-12 15:00:00,0.208,15,11,2016,12
2016-11-12 15:00:00,2016-11-12 16:00:00,0.109,16,11,2016,12
2016-11-12 16:00:00,2016-11-12 17:00:00,0.028,17,11,2016,12
2016-11-12 17:00:00,2016-11-12 18:00:00,0.0,18,11,2016,12
2016-11-12 18:00:00,2016-11-12 19:00:00,0.0,19,11,2016,12
2016-11-12 19:00:00,2016-11-12 20:00:00,0.0,20,11,2016,12
2016-11-12 20:00:00,2016-11-12 21:00:00,0.0,21,11,2016,12
2016-11-12 21:00:00,2016-11-12 22:00:00,0.0,22,11,2016,12
2016-11-12 22:00:00,2016-11-12 23:00:00,0.0,23,11,2016,12
2016-11-12 23:00:00,2016-11-13 00:00:00,0.0,0,11,2016,13
2016-11-13 00:00:00,2016-11-13 01:00:00,0.0,1,11,2016,13
2016-11-13 01:00:00,2016-11-13 02:00:00,0.0,2,11,2016,13
2016-11-13 02:00:00,2016-11-13 03:00:00,0.0,3,11,2016,13
2016-11-13 03:00:00,2016-11-13 04:00:00,0.0,4,11,2016,13
2016-11-13 04:00:00,2016-11-13 05:00:00,0.0,5,11,2016,13
2016-11-13 05:00:00,2016-11-13 06:00:00,0.0,6,11,2016,13
2016-11-13 06:00:00,2016-11-13 07:00:00,0.0,7,11,2016,13
2016-11-13 07:00:00,2016-11-13 08:00:00,0.006,8,11,2016,13
2016-11-13 08:00:00,2016-11-13 09:00:00,0.073,9,11,2016,13
2016-11-13 09:00:00,2016-11-13 10:00:00,0.194,10,11,2016,13
2016-11-13 10:00:00,2016-11-13 11:00:00,0.342,11,11,2016,13
2016-11-13 11:00:00,2016-11-13 12:00:00,0.449,12,11,2016,13
2016-11-13 12:00:00,2016-11-13 13:00:00,0.481,13,11,2016,13
2016-11-13 13:00:00,2016-11-13 14:00:00,0.453,14,11,2016,13
2016-11-13 14:00:00,2016-11-13 15:00:00,0.376,15,11,2016,13
2016-11-13 15:00:00,2016-11-13 16:00:00,0.252,16,11,2016,13
2016-11-13 16:00:00,2016-11-13 17:00:00,0.097,17,11,2016,13
2016-11-13 17:00:00,2016-11-13 18:00:00,0.0,18,11,2016,13
2016-11-13 18:00:00,2016-11-13 19:00:00,0.0,19,11,2016,13
2016-11-13 19:00:00,2016-11-13 20:00:00,0.0,20,11,2016,13
2016-11-13 20:00:00,2016-11-13 21:00:00,0.0,21,11,2016,13
2016-11-13 21:00:00,2016-11-13 22:00:00,0.0,22,11,2016,13
2016-11-13 22:00:00,2016-11-13 23:00:00,0.0,23,11,2016,13
2016-11-13 23:00:00,2016-11-14 00:00:00,0.0,0,11,2016,14
2016-11-14 00:00:00,2016-11-14 01:00:00,0.0,1,11,2016,14
2016-11-14 01:00:00,2016-11-14 02:00:00,0.0,2,11,2016,14
2016-11-14 02:00:00,2016-11-14 03:00:00,0.0,3,11,2016,14
2016-11-14 03:00:00,2016-11-14 04:00:00,0.0,4,11,2016,14
2016-11-14 04:00:00,2016-11-14 05:00:00,0.0,5,11,2016,14
2016-11-14 05:00:00,2016-11-14 06:00:00,0.0,6,11,2016,14
2016-11-14 06:00:00,2016-11-14 07:00:00,0.0,7,11,2016,14
2016-11-14 07:00:00,2016-11-14 08:00:00,0.024,8,11,2016,14
2016-11-14 08:00:00,2016-11-14 09:00:00,0.169,9,11,2016,14
2016-11-14 09:00:00,2016-11-14 10:00:00,0.342,10,11,2016,14
2016-11-14 10:00:00,2016-11-14 11:00:00,0.466,11,11,2016,14
2016-11-14 11:00:00,2016-11-14 12:00:00,0.543,12,11,2016,14
2016-11-14 12:00:00,2016-11-14 13:00:00,0.561,13,11,2016,14
2016-11-14 13:00:00,2016-11-14 14:00:00,0.524,14,11,2016,14
2016-11-14 14:00:00,2016-11-14 15:00:00,0.429,15,11,2016,14
2016-11-14 15:00:00,2016-11-14 16:00:00,0.292,16,11,2016,14
2016-11-14 16:00:00,2016-11-14 17:00:00,0.12,17,11,2016,14
2016-11-14 17:00:00,2016-11-14 18:00:00,0.0,18,11,2016,14
2016-11-14 18:00:00,2016-11-14 19:00:00,0.0,19,11,2016,14
2016-11-14 19:00:00,2016-11-14 20:00:00,0.0,20,11,2016,14
2016-11-14 20:00:00,2016-11-14 21:00:00,0.0,21,11,2016,14
2016-11-14 21:00:00,2016-11-14 22:00:00,0.0,22,11,2016,14
2016-11-14 22:00:00,2016-11-14 23:00:00,0.0,23,11,2016,14
2016-11-14 23:00:00,2016-11-15 00:00:00,0.0,0,11,2016,15
2016-11-15 00:00:00,2016-11-15 01:00:00,0.0,1,11,2016,15
2016-11-15 01:00:00,2016-11-15 02:00:00,0.0,2,11,2016,15
2016-11-15 02:00:00,2016-11-15 03:00:00,0.0,3,11,2016,15
2016-11-15 03:00:00,2016-11-15 04:00:00,0.0,4,11,2016,15
2016-11-15 04:00:00,2016-11-15 05:00:00,0.0,5,11,2016,15
2016-11-15 05:00:00,2016-11-15 06:00:00,0.0,6,11,2016,15
2016-11-15 06:00:00,2016-11-15 07:00:00,0.0,7,11,2016,15
2016-11-15 07:00:00,2016-11-15 08:00:00,0.027,8,11,2016,15
2016-11-15 08:00:00,2016-11-15 09:00:00,0.198,9,11,2016,15
2016-11-15 09:00:00,2016-11-15 10:00:00,0.389,10,11,2016,15
2016-11-15 10:00:00,2016-11-15 11:00:00,0.511,11,11,2016,15
2016-11-15 11:00:00,2016-11-15 12:00:00,0.572,12,11,2016,15
2016-11-15 12:00:00,2016-11-15 13:00:00,0.58,13,11,2016,15
2016-11-15 13:00:00,2016-11-15 14:00:00,0.538,14,11,2016,15
2016-11-15 14:00:00,2016-11-15 15:00:00,0.448,15,11,2016,15
2016-11-15 15:00:00,2016-11-15 16:00:00,0.31,16,11,2016,15
2016-11-15 16:00:00,2016-11-15 17:00:00,0.128,17,11,2016,15
2016-11-15 17:00:00,2016-11-15 18:00:00,0.0,18,11,2016,15
2016-11-15 18:00:00,2016-11-15 19:00:00,0.0,19,11,2016,15
2016-11-15 19:00:00,2016-11-15 20:00:00,0.0,20,11,2016,15
2016-11-15 20:00:00,2016-11-15 21:00:00,0.0,21,11,2016,15
2016-11-15 21:00:00,2016-11-15 22:00:00,0.0,22,11,2016,15
2016-11-15 22:00:00,2016-11-15 23:00:00,0.0,23,11,2016,15
2016-11-15 23:00:00,2016-11-16 00:00:00,0.0,0,11,2016,16
2016-11-16 00:00:00,2016-11-16 01:00:00,0.0,1,11,2016,16
2016-11-16 01:00:00,2016-11-16 02:00:00,0.0,2,11,2016,16
2016-11-16 02:00:00,2016-11-16 03:00:00,0.0,3,11,2016,16
2016-11-16 03:00:00,2016-11-16 04:00:00,0.0,4,11,2016,16
2016-11-16 04:00:00,2016-11-16 05:00:00,0.0,5,11,2016,16
2016-11-16 05:00:00,2016-11-16 06:00:00,0.0,6,11,2016,16
2016-11-16 06:00:00,2016-11-16 07:00:00,0.0,7,11,2016,16
2016-11-16 07:00:00,2016-11-16 08:00:00,0.025,8,11,2016,16
2016-11-16 08:00:00,2016-11-16 09:00:00,0.185,9,11,2016,16
2016-11-16 09:00:00,2016-11-16 10:00:00,0.364,10,11,2016,16
2016-11-16 10:00:00,2016-11-16 11:00:00,0.496,11,11,2016,16
2016-11-16 11:00:00,2016-11-16 12:00:00,0.56,12,11,2016,16
2016-11-16 12:00:00,2016-11-16 13:00:00,0.57,13,11,2016,16
2016-11-16 13:00:00,2016-11-16 14:00:00,0.529,14,11,2016,16
2016-11-16 14:00:00,2016-11-16 15:00:00,0.436,15,11,2016,16
2016-11-16 15:00:00,2016-11-16 16:00:00,0.295,16,11,2016,16
2016-11-16 16:00:00,2016-11-16 17:00:00,0.117,17,11,2016,16
2016-11-16 17:00:00,2016-11-16 18:00:00,0.0,18,11,2016,16
2016-11-16 18:00:00,2016-11-16 19:00:00,0.0,19,11,2016,16
2016-11-16 19:00:00,2016-11-16 20:00:00,0.0,20,11,2016,16
2016-11-16 20:00:00,2016-11-16 21:00:00,0.0,21,11,2016,16
2016-11-16 21:00:00,2016-11-16 22:00:00,0.0,22,11,2016,16
2016-11-16 22:00:00,2016-11-16 23:00:00,0.0,23,11,2016,16
2016-11-16 23:00:00,2016-11-17 00:00:00,0.0,0,11,2016,17
2016-11-17 00:00:00,2016-11-17 01:00:00,0.0,1,11,2016,17
2016-11-17 01:00:00,2016-11-17 02:00:00,0.0,2,11,2016,17
2016-11-17 02:00:00,2016-11-17 03:00:00,0.0,3,11,2016,17
2016-11-17 03:00:00,2016-11-17 04:00:00,0.0,4,11,2016,17
2016-11-17 04:00:00,2016-11-17 05:00:00,0.0,5,11,2016,17
2016-11-17 05:00:00,2016-11-17 06:00:00,0.0,6,11,2016,17
2016-11-17 06:00:00,2016-11-17 07:00:00,0.0,7,11,2016,17
2016-11-17 07:00:00,2016-11-17 08:00:00,0.024,8,11,2016,17
2016-11-17 08:00:00,2016-11-17 09:00:00,0.175,9,11,2016,17
2016-11-17 09:00:00,2016-11-17 10:00:00,0.336,10,11,2016,17
2016-11-17 10:00:00,2016-11-17 11:00:00,0.461,11,11,2016,17
2016-11-17 11:00:00,2016-11-17 12:00:00,0.529,12,11,2016,17
2016-11-17 12:00:00,2016-11-17 13:00:00,0.542,13,11,2016,17
2016-11-17 13:00:00,2016-11-17 14:00:00,0.506,14,11,2016,17
2016-11-17 14:00:00,2016-11-17 15:00:00,0.419,15,11,2016,17
2016-11-17 15:00:00,2016-11-17 16:00:00,0.282,16,11,2016,17
2016-11-17 16:00:00,2016-11-17 17:00:00,0.103,17,11,2016,17
2016-11-17 17:00:00,2016-11-17 18:00:00,0.0,18,11,2016,17
2016-11-17 18:00:00,2016-11-17 19:00:00,0.0,19,11,2016,17
2016-11-17 19:00:00,2016-11-17 20:00:00,0.0,20,11,2016,17
2016-11-17 20:00:00,2016-11-17 21:00:00,0.0,21,11,2016,17
2016-11-17 21:00:00,2016-11-17 22:00:00,0.0,22,11,2016,17
2016-11-17 22:00:00,2016-11-17 23:00:00,0.0,23,11,2016,17
2016-11-17 23:00:00,2016-11-18 00:00:00,0.0,0,11,2016,18
2016-11-18 00:00:00,2016-11-18 01:00:00,0.0,1,11,2016,18
2016-11-18 01:00:00,2016-11-18 02:00:00,0.0,2,11,2016,18
2016-11-18 02:00:00,2016-11-18 03:00:00,0.0,3,11,2016,18
2016-11-18 03:00:00,2016-11-18 04:00:00,0.0,4,11,2016,18
2016-11-18 04:00:00,2016-11-18 05:00:00,0.0,5,11,2016,18
2016-11-18 05:00:00,2016-11-18 06:00:00,0.0,6,11,2016,18
2016-11-18 06:00:00,2016-11-18 07:00:00,0.0,7,11,2016,18
2016-11-18 07:00:00,2016-11-18 08:00:00,0.019,8,11,2016,18
2016-11-18 08:00:00,2016-11-18 09:00:00,0.126,9,11,2016,18
2016-11-18 09:00:00,2016-11-18 10:00:00,0.234,10,11,2016,18
2016-11-18 10:00:00,2016-11-18 11:00:00,0.312,11,11,2016,18
2016-11-18 11:00:00,2016-11-18 12:00:00,0.363,12,11,2016,18
2016-11-18 12:00:00,2016-11-18 13:00:00,0.363,13,11,2016,18
2016-11-18 13:00:00,2016-11-18 14:00:00,0.314,14,11,2016,18
2016-11-18 14:00:00,2016-11-18 15:00:00,0.228,15,11,2016,18
2016-11-18 15:00:00,2016-11-18 16:00:00,0.122,16,11,2016,18
2016-11-18 16:00:00,2016-11-18 17:00:00,0.029,17,11,2016,18
2016-11-18 17:00:00,2016-11-18 18:00:00,0.0,18,11,2016,18
2016-11-18 18:00:00,2016-11-18 19:00:00,0.0,19,11,2016,18
2016-11-18 19:00:00,2016-11-18 20:00:00,0.0,20,11,2016,18
2016-11-18 20:00:00,2016-11-18 21:00:00,0.0,21,11,2016,18
2016-11-18 21:00:00,2016-11-18 22:00:00,0.0,22,11,2016,18
2016-11-18 22:00:00,2016-11-18 23:00:00,0.0,23,11,2016,18
2016-11-18 23:00:00,2016-11-19 00:00:00,0.0,0,11,2016,19
2016-11-19 00:00:00,2016-11-19 01:00:00,0.0,1,11,2016,19
2016-11-19 01:00:00,2016-11-19 02:00:00,0.0,2,11,2016,19
2016-11-19 02:00:00,2016-11-19 03:00:00,0.0,3,11,2016,19
2016-11-19 03:00:00,2016-11-19 04:00:00,0.0,4,11,2016,19
2016-11-19 04:00:00,2016-11-19 05:00:00,0.0,5,11,2016,19
2016-11-19 05:00:00,2016-11-19 06:00:00,0.0,6,11,2016,19
2016-11-19 06:00:00,2016-11-19 07:00:00,0.0,7,11,2016,19
2016-11-19 07:00:00,2016-11-19 08:00:00,0.01,8,11,2016,19
2016-11-19 08:00:00,2016-11-19 09:00:00,0.099,9,11,2016,19
2016-11-19 09:00:00,2016-11-19 10:00:00,0.245,10,11,2016,19
2016-11-19 10:00:00,2016-11-19 11:00:00,0.381,11,11,2016,19
2016-11-19 11:00:00,2016-11-19 12:00:00,0.463,12,11,2016,19
2016-11-19 12:00:00,2016-11-19 13:00:00,0.485,13,11,2016,19
2016-11-19 13:00:00,2016-11-19 14:00:00,0.442,14,11,2016,19
2016-11-19 14:00:00,2016-11-19 15:00:00,0.347,15,11,2016,19
2016-11-19 15:00:00,2016-11-19 16:00:00,0.219,16,11,2016,19
2016-11-19 16:00:00,2016-11-19 17:00:00,0.071,17,11,2016,19
2016-11-19 17:00:00,2016-11-19 18:00:00,0.0,18,11,2016,19
2016-11-19 18:00:00,2016-11-19 19:00:00,0.0,19,11,2016,19
2016-11-19 19:00:00,2016-11-19 20:00:00,0.0,20,11,2016,19
2016-11-19 20:00:00,2016-11-19 21:00:00,0.0,21,11,2016,19
2016-11-19 21:00:00,2016-11-19 22:00:00,0.0,22,11,2016,19
2016-11-19 22:00:00,2016-11-19 23:00:00,0.0,23,11,2016,19
2016-11-19 23:00:00,2016-11-20 00:00:00,0.0,0,11,2016,20
2016-11-20 00:00:00,2016-11-20 01:00:00,0.0,1,11,2016,20
2016-11-20 01:00:00,2016-11-20 02:00:00,0.0,2,11,2016,20
2016-11-20 02:00:00,2016-11-20 03:00:00,0.0,3,11,2016,20
2016-11-20 03:00:00,2016-11-20 04:00:00,0.0,4,11,2016,20
2016-11-20 04:00:00,2016-11-20 05:00:00,0.0,5,11,2016,20
2016-11-20 05:00:00,2016-11-20 06:00:00,0.0,6,11,2016,20
2016-11-20 06:00:00,2016-11-20 07:00:00,0.0,7,11,2016,20
2016-11-20 07:00:00,2016-11-20 08:00:00,0.003,8,11,2016,20
2016-11-20 08:00:00,2016-11-20 09:00:00,0.038,9,11,2016,20
2016-11-20 09:00:00,2016-11-20 10:00:00,0.096,10,11,2016,20
2016-11-20 10:00:00,2016-11-20 11:00:00,0.146,11,11,2016,20
2016-11-20 11:00:00,2016-11-20 12:00:00,0.175,12,11,2016,20
2016-11-20 12:00:00,2016-11-20 13:00:00,0.182,13,11,2016,20
2016-11-20 13:00:00,2016-11-20 14:00:00,0.156,14,11,2016,20
2016-11-20 14:00:00,2016-11-20 15:00:00,0.115,15,11,2016,20
2016-11-20 15:00:00,2016-11-20 16:00:00,0.063,16,11,2016,20
2016-11-20 16:00:00,2016-11-20 17:00:00,0.014,17,11,2016,20
2016-11-20 17:00:00,2016-11-20 18:00:00,0.0,18,11,2016,20
2016-11-20 18:00:00,2016-11-20 19:00:00,0.0,19,11,2016,20
2016-11-20 19:00:00,2016-11-20 20:00:00,0.0,20,11,2016,20
2016-11-20 20:00:00,2016-11-20 21:00:00,0.0,21,11,2016,20
2016-11-20 21:00:00,2016-11-20 22:00:00,0.0,22,11,2016,20
2016-11-20 22:00:00,2016-11-20 23:00:00,0.0,23,11,2016,20
2016-11-20 23:00:00,2016-11-21 00:00:00,0.0,0,11,2016,21
2016-11-21 00:00:00,2016-11-21 01:00:00,0.0,1,11,2016,21
2016-11-21 01:00:00,2016-11-21 02:00:00,0.0,2,11,2016,21
2016-11-21 02:00:00,2016-11-21 03:00:00,0.0,3,11,2016,21
2016-11-21 03:00:00,2016-11-21 04:00:00,0.0,4,11,2016,21
2016-11-21 04:00:00,2016-11-21 05:00:00,0.0,5,11,2016,21
2016-11-21 05:00:00,2016-11-21 06:00:00,0.0,6,11,2016,21
2016-11-21 06:00:00,2016-11-21 07:00:00,0.0,7,11,2016,21
2016-11-21 07:00:00,2016-11-21 08:00:00,0.001,8,11,2016,21
2016-11-21 08:00:00,2016-11-21 09:00:00,0.052,9,11,2016,21
2016-11-21 09:00:00,2016-11-21 10:00:00,0.148,10,11,2016,21
2016-11-21 10:00:00,2016-11-21 11:00:00,0.248,11,11,2016,21
2016-11-21 11:00:00,2016-11-21 12:00:00,0.311,12,11,2016,21
2016-11-21 12:00:00,2016-11-21 13:00:00,0.327,13,11,2016,21
2016-11-21 13:00:00,2016-11-21 14:00:00,0.302,14,11,2016,21
2016-11-21 14:00:00,2016-11-21 15:00:00,0.242,15,11,2016,21
2016-11-21 15:00:00,2016-11-21 16:00:00,0.145,16,11,2016,21
2016-11-21 16:00:00,2016-11-21 17:00:00,0.034,17,11,2016,21
2016-11-21 17:00:00,2016-11-21 18:00:00,0.0,18,11,2016,21
2016-11-21 18:00:00,2016-11-21 19:00:00,0.0,19,11,2016,21
2016-11-21 19:00:00,2016-11-21 20:00:00,0.0,20,11,2016,21
2016-11-21 20:00:00,2016-11-21 21:00:00,0.0,21,11,2016,21
2016-11-21 21:00:00,2016-11-21 22:00:00,0.0,22,11,2016,21
2016-11-21 22:00:00,2016-11-21 23:00:00,0.0,23,11,2016,21
2016-11-21 23:00:00,2016-11-22 00:00:00,0.0,0,11,2016,22
2016-11-22 00:00:00,2016-11-22 01:00:00,0.0,1,11,2016,22
2016-11-22 01:00:00,2016-11-22 02:00:00,0.0,2,11,2016,22
2016-11-22 02:00:00,2016-11-22 03:00:00,0.0,3,11,2016,22
2016-11-22 03:00:00,2016-11-22 04:00:00,0.0,4,11,2016,22
2016-11-22 04:00:00,2016-11-22 05:00:00,0.0,5,11,2016,22
2016-11-22 05:00:00,2016-11-22 06:00:00,0.0,6,11,2016,22
2016-11-22 06:00:00,2016-11-22 07:00:00,0.0,7,11,2016,22
2016-11-22 07:00:00,2016-11-22 08:00:00,0.002,8,11,2016,22
2016-11-22 08:00:00,2016-11-22 09:00:00,0.036,9,11,2016,22
2016-11-22 09:00:00,2016-11-22 10:00:00,0.095,10,11,2016,22
2016-11-22 10:00:00,2016-11-22 11:00:00,0.158,11,11,2016,22
2016-11-22 11:00:00,2016-11-22 12:00:00,0.205,12,11,2016,22
2016-11-22 12:00:00,2016-11-22 13:00:00,0.221,13,11,2016,22
2016-11-22 13:00:00,2016-11-22 14:00:00,0.205,14,11,2016,22
2016-11-22 14:00:00,2016-11-22 15:00:00,0.159,15,11,2016,22
